,ctname,prop.elder,Population,density,Latitude,pergdp,Meantem2020,fulldate,confirmed
1,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/1/21,2
2,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/1/22,4
3,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/1/23,6
4,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/1/24,10
5,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/1/25,18
6,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/1/26,32
7,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/1/27,60
8,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/1/28,114
9,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/1/29,172
10,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/1/30,227
11,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/1/31,241
12,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/1,265
13,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/2,291
14,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/3,340
15,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/4,364
16,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/5,396
17,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/6,421
18,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/7,438
19,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/8,448
20,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/9,464
21,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/10,474
22,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/11,481
23,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/12,490
24,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/13,496
25,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/14,499
26,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/15,502
27,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/16,503
28,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/17,504
29,Wenzhou,0.1298635,9300000,767.96,28,64931.46,10.46296,2020/2/18,504
30,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/1/20,2
31,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/1/21,9
32,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/1/22,16
33,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/1/23,20
34,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/1/24,33
35,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/1/25,40
36,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/1/26,53
37,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/1/27,66
38,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/1/28,80
39,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/1/29,101
40,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/1/30,128
41,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/1/31,153
42,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/1,177
43,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/2,193
44,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/3,208
45,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/4,233
46,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/5,254
47,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/6,269
48,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/7,281
49,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/8,292
50,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/9,295
51,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/10,302
52,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/11,306
53,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/12,313
54,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/13,318
55,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/14,326
56,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/15,328
57,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/16,331
58,Shanghai,0.1495195,24237800,3823,31.236305,135305.25,7.881944,2020/2/17,333
59,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/1/21,5
60,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/1/22,9
61,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/1/23,27
62,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/1/24,57
63,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/1/25,75
64,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/1/26,110
65,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/1/27,132
66,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/1/28,147
67,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/1/29,165
68,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/1/30,206
69,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/1/31,237
70,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/1,262
71,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/2,300
72,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/3,337
73,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/4,365
74,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/5,388
75,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/6,411
76,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/7,426
77,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/8,446
78,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/9,468
79,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/10,486
80,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/11,505
81,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/12,518
82,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/13,529
83,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/14,537
84,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/15,544
85,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/16,551
86,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/17,553
87,Chongqing,0.144712,31017900,376.4217,29.570997,66218.31,9.388889,2020/2/18,555
88,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/1,1
89,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/2,1
90,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/3,1
91,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/4,1
92,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/5,1
93,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/6,2
94,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/7,2
95,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/8,2
96,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/9,2
97,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/10,2
98,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/11,3
99,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/12,3
100,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/13,3
101,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/14,4
102,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/15,4
103,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/16,8
104,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/17,9
105,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/18,11
106,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/19,22
107,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/20,34
108,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/21,49
109,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/22,81
110,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/23,139
111,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/24,199
112,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/25,251
113,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/26,299
114,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/27,399
115,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/28,454
116,Arizona-Maricopa,0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020/3/29,545
117,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/1,0
118,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/2,0
119,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/3,0
120,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/4,0
121,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/5,0
122,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/6,0
123,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/7,0
124,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/8,0
125,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/9,0
126,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/10,0
127,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/11,1
128,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/12,1
129,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/13,1
130,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/14,2
131,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/15,2
132,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/16,4
133,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/17,4
134,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/18,5
135,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/19,7
136,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/20,8
137,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/21,12
138,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/22,17
139,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/23,24
140,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/24,42
141,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/25,49
142,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/26,75
143,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/27,102
144,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/28,120
145,Arizona-Pima,0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,2020/3/29,153
146,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/1,0
147,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/2,0
148,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/3,0
149,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/4,0
150,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/5,0
151,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/6,0
152,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/7,2
153,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/8,2
154,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/9,3
155,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/10,3
156,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/11,5
157,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/12,5
158,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/13,5
159,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/14,5
160,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/15,5
161,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/16,5
162,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/17,5
163,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/18,8
164,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/19,10
165,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/20,10
166,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/21,14
167,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/22,16
168,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/23,17
169,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/24,22
170,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/25,23
171,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/26,35
172,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/27,36
173,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/28,41
174,Arizona-Pinal,0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020/3/29,51
175,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/1,0
176,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/2,0
177,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/3,0
178,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/4,0
179,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/5,0
180,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/6,0
181,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/7,0
182,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/8,0
183,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/9,0
184,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/10,0
185,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/11,1
186,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/12,1
187,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/13,1
188,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/14,4
189,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/15,4
190,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/16,5
191,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/17,5
192,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/18,5
193,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/19,10
194,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/20,11
195,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/21,19
196,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/22,20
197,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/23,21
198,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/24,22
199,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/25,22
200,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/26,23
201,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/27,23
202,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/28,25
203,Arkansas-Jefferson,0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,2020/3/29,26
204,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/1,0
205,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/2,0
206,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/3,1
207,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/4,1
208,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/5,1
209,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/6,1
210,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/7,2
211,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/8,2
212,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/9,3
213,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/10,3
214,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/11,4
215,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/12,4
216,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/13,7
217,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/14,7
218,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/15,15
219,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/16,18
220,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/17,27
221,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/18,31
222,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/19,35
223,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/20,45
224,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/21,65
225,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/22,106
226,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/23,122
227,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/24,124
228,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/25,135
229,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/26,178
230,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/27,220
231,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/28,256
232,California-Alameda,0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,2020/3/29,270
233,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/1,0
234,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/2,0
235,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/3,0
236,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/4,1
237,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/5,1
238,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/6,3
239,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/7,3
240,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/8,9
241,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/9,9
242,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/10,10
243,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/11,10
244,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/12,10
245,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/13,25
246,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/14,29
247,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/15,29
248,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/16,34
249,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/17,39
250,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/18,41
251,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/19,42
252,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/20,46
253,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/21,51
254,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/22,61
255,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/23,71
256,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/24,86
257,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/25,108
258,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/26,131
259,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/27,151
260,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/28,168
261,California-Contra Costa,0.15774703,1150215,554.1136063,37.919479,67153.39576,10,2020/3/29,175
262,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/1,0
263,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/2,0
264,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/3,0
265,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/4,0
266,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/5,0
267,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/6,0
268,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/7,0
269,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/8,1
270,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/9,1
271,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/10,1
272,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/11,1
273,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/12,1
274,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/13,1
275,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/14,2
276,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/15,2
277,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/16,2
278,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/17,2
279,California-Fresno,0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,2020/3/18,3
