"","ctname","prop.elder","Population","density","Latitude","pergdp","Meantem2020","fulldate","confirmed","pc1","pc2","pc3","pc4"
"1","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-01-21,2,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"2","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-01-22,4,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"3","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-01-23,6,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"4","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-01-24,10,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"5","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-01-25,18,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"6","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-01-26,32,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"7","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-01-27,60,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"8","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-01-28,114,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"9","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-01-29,172,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"10","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-01-30,227,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"11","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-01-31,241,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"12","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-01,265,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"13","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-02,291,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"14","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-03,340,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"15","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-04,364,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"16","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-05,396,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"17","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-06,421,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"18","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-07,438,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"19","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-08,448,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"20","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-09,464,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"21","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-10,474,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"22","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-11,481,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"23","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-12,490,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"24","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-13,496,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"25","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-14,499,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"26","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-15,502,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"27","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-16,503,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"28","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-17,504,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"29","Wenzhou",0.1298635,9300000,767.96,28,64931.46,10.46296,2020-02-18,504,"1.43460448332864","4.56612836809132","0.152461084220857","2.59139784946237"
"30","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-01,1,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"31","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-02,1,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"32","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-03,1,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"33","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-04,1,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"34","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-05,1,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"35","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-06,2,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"36","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-07,2,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"37","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-08,2,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"38","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-09,2,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"39","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-10,2,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"40","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-11,3,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"41","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-12,3,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"42","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-13,3,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"43","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-14,4,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"44","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-15,4,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"45","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-16,8,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"46","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-17,9,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"47","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-18,11,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"48","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-19,22,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"49","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-20,34,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"50","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-21,49,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"51","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-22,81,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"52","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-23,139,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"53","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-24,199,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"54","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-25,251,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"55","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-26,299,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"56","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-27,399,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"57","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-28,454,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"58","Arizona-Maricopa",0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,2020-03-29,545,"-0.719132354155302","1.54432237005581","1.42744375415749","0.0680145025056543"
"59","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-01,0,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"60","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-02,0,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"61","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-03,0,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"62","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-04,0,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"63","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-05,0,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"64","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-06,0,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"65","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-07,2,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"66","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-08,2,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"67","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-09,3,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"68","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-10,3,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"69","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-11,5,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"70","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-12,5,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"71","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-13,5,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"72","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-14,5,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"73","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-15,5,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"74","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-16,5,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"75","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-17,5,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"76","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-18,8,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"77","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-19,10,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"78","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-20,10,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"79","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-21,14,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"80","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-22,16,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"81","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-23,17,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"82","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-24,22,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"83","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-25,23,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"84","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-26,35,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"85","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-27,36,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"86","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-28,41,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"87","Arizona-Pinal",0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,2020-03-29,51,"0.0290308347241604","-0.750286047758535","0.0733009273448849","1.11822300945122"
"88","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-01,1,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"89","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-02,1,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"90","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-03,1,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"91","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-04,7,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"92","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-05,11,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"93","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-06,13,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"94","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-07,14,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"95","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-08,14,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"96","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-09,20,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"97","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-10,20,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"98","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-11,29,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"99","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-12,29,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"100","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-13,40,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"101","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-14,53,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
"102","California-Los Angeles",0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2020-03-15,69,"-0.413615968340168","1.43548476207751","-0.309438194594325","0.286971929593317"
