,ctname,fulldate,confirmed,Population,density,Latitude,Meantem2020,X65andover
1,Wenzhou,2020/1/21,2,9300000,767.96,28,10.46296,0.1014
2,Wenzhou,2020/1/22,4,9300000,767.96,28,10.46296,0.1014
3,Wenzhou,2020/1/23,6,9300000,767.96,28,10.46296,0.1014
4,Wenzhou,2020/1/24,10,9300000,767.96,28,10.46296,0.1014
5,Wenzhou,2020/1/25,18,9300000,767.96,28,10.46296,0.1014
6,Wenzhou,2020/1/26,32,9300000,767.96,28,10.46296,0.1014
7,Wenzhou,2020/1/27,60,9300000,767.96,28,10.46296,0.1014
8,Wenzhou,2020/1/28,114,9300000,767.96,28,10.46296,0.1014
9,Wenzhou,2020/1/29,172,9300000,767.96,28,10.46296,0.1014
10,Wenzhou,2020/1/30,227,9300000,767.96,28,10.46296,0.1014
11,Wenzhou,2020/1/31,241,9300000,767.96,28,10.46296,0.1014
12,Wenzhou,2020/2/1,265,9300000,767.96,28,10.46296,0.1014
13,Wenzhou,2020/2/2,291,9300000,767.96,28,10.46296,0.1014
14,Wenzhou,2020/2/3,340,9300000,767.96,28,10.46296,0.1014
15,Wenzhou,2020/2/4,364,9300000,767.96,28,10.46296,0.1014
16,Wenzhou,2020/2/5,396,9300000,767.96,28,10.46296,0.1014
17,Wenzhou,2020/2/6,421,9300000,767.96,28,10.46296,0.1014
18,Wenzhou,2020/2/7,438,9300000,767.96,28,10.46296,0.1014
19,Wenzhou,2020/2/8,448,9300000,767.96,28,10.46296,0.1014
20,Wenzhou,2020/2/9,464,9300000,767.96,28,10.46296,0.1014
21,Wenzhou,2020/2/10,474,9300000,767.96,28,10.46296,0.1014
22,Wenzhou,2020/2/11,481,9300000,767.96,28,10.46296,0.1014
23,Wenzhou,2020/2/12,490,9300000,767.96,28,10.46296,0.1014
24,Wenzhou,2020/2/13,496,9300000,767.96,28,10.46296,0.1014
25,Wenzhou,2020/2/14,499,9300000,767.96,28,10.46296,0.1014
26,Wenzhou,2020/2/15,502,9300000,767.96,28,10.46296,0.1014
27,Wenzhou,2020/2/16,503,9300000,767.96,28,10.46296,0.1014
28,Wenzhou,2020/2/17,504,9300000,767.96,28,10.46296,0.1014
29,Wenzhou,2020/2/18,504,9300000,767.96,28,10.46296,0.1014
11000,California-Alameda,2020/3/1,0,1666753,785.6832595,37.648081,11.05555556,0.138298836
2164,California-Alameda,2020/3/2,0,1666753,785.6832595,37.648081,11.05555556,0.138298836
3100,California-Alameda,2020/3/3,1,1666753,785.6832595,37.648081,11.05555556,0.138298836
4100,California-Alameda,2020/3/4,1,1666753,785.6832595,37.648081,11.05555556,0.138298836
5100,California-Alameda,2020/3/5,1,1666753,785.6832595,37.648081,11.05555556,0.138298836
6100,California-Alameda,2020/3/6,1,1666753,785.6832595,37.648081,11.05555556,0.138298836
7100,California-Alameda,2020/3/7,2,1666753,785.6832595,37.648081,11.05555556,0.138298836
8100,California-Alameda,2020/3/8,2,1666753,785.6832595,37.648081,11.05555556,0.138298836
9100,California-Alameda,2020/3/9,3,1666753,785.6832595,37.648081,11.05555556,0.138298836
10100,California-Alameda,2020/3/10,3,1666753,785.6832595,37.648081,11.05555556,0.138298836
11100,California-Alameda,2020/3/11,4,1666753,785.6832595,37.648081,11.05555556,0.138298836
12100,California-Alameda,2020/3/12,4,1666753,785.6832595,37.648081,11.05555556,0.138298836
13100,California-Alameda,2020/3/13,7,1666753,785.6832595,37.648081,11.05555556,0.138298836
14100,California-Alameda,2020/3/14,7,1666753,785.6832595,37.648081,11.05555556,0.138298836
15100,California-Alameda,2020/3/15,15,1666753,785.6832595,37.648081,11.05555556,0.138298836
16100,California-Alameda,2020/3/16,18,1666753,785.6832595,37.648081,11.05555556,0.138298836
17100,California-Alameda,2020/3/17,27,1666753,785.6832595,37.648081,11.05555556,0.138298836
18100,California-Alameda,2020/3/18,31,1666753,785.6832595,37.648081,11.05555556,0.138298836
19100,California-Alameda,2020/3/19,35,1666753,785.6832595,37.648081,11.05555556,0.138298836
20100,California-Alameda,2020/3/20,45,1666753,785.6832595,37.648081,11.05555556,0.138298836
2165,California-Alameda,2020/3/21,65,1666753,785.6832595,37.648081,11.05555556,0.138298836
2210,California-Alameda,2020/3/22,106,1666753,785.6832595,37.648081,11.05555556,0.138298836
2310,California-Alameda,2020/3/23,122,1666753,785.6832595,37.648081,11.05555556,0.138298836
2410,California-Alameda,2020/3/24,124,1666753,785.6832595,37.648081,11.05555556,0.138298836
2510,California-Alameda,2020/3/25,135,1666753,785.6832595,37.648081,11.05555556,0.138298836
2610,California-Alameda,2020/3/26,178,1666753,785.6832595,37.648081,11.05555556,0.138298836
2710,California-Alameda,2020/3/27,220,1666753,785.6832595,37.648081,11.05555556,0.138298836
2810,California-Alameda,2020/3/28,256,1666753,785.6832595,37.648081,11.05555556,0.138298836
2910,California-Alameda,2020/3/29,270,1666753,785.6832595,37.648081,11.05555556,0.138298836
3010,California-Contra Costa,2020/3/1,0,1150215,554.1136063,37.919479,11.66666667,0.15774703
31,California-Contra Costa,2020/3/2,0,1150215,554.1136063,37.919479,11.66666667,0.15774703
32,California-Contra Costa,2020/3/3,0,1150215,554.1136063,37.919479,11.66666667,0.15774703
33,California-Contra Costa,2020/3/4,1,1150215,554.1136063,37.919479,11.66666667,0.15774703
34,California-Contra Costa,2020/3/5,1,1150215,554.1136063,37.919479,11.66666667,0.15774703
35,California-Contra Costa,2020/3/6,3,1150215,554.1136063,37.919479,11.66666667,0.15774703
36,California-Contra Costa,2020/3/7,3,1150215,554.1136063,37.919479,11.66666667,0.15774703
37,California-Contra Costa,2020/3/8,9,1150215,554.1136063,37.919479,11.66666667,0.15774703
38,California-Contra Costa,2020/3/9,9,1150215,554.1136063,37.919479,11.66666667,0.15774703
39,California-Contra Costa,2020/3/10,10,1150215,554.1136063,37.919479,11.66666667,0.15774703
40,California-Contra Costa,2020/3/11,10,1150215,554.1136063,37.919479,11.66666667,0.15774703
41,California-Contra Costa,2020/3/12,10,1150215,554.1136063,37.919479,11.66666667,0.15774703
42,California-Contra Costa,2020/3/13,25,1150215,554.1136063,37.919479,11.66666667,0.15774703
43,California-Contra Costa,2020/3/14,29,1150215,554.1136063,37.919479,11.66666667,0.15774703
44,California-Contra Costa,2020/3/15,29,1150215,554.1136063,37.919479,11.66666667,0.15774703
45,California-Contra Costa,2020/3/16,34,1150215,554.1136063,37.919479,11.66666667,0.15774703
46,California-Contra Costa,2020/3/17,39,1150215,554.1136063,37.919479,11.66666667,0.15774703
47,California-Contra Costa,2020/3/18,41,1150215,554.1136063,37.919479,11.66666667,0.15774703
48,California-Contra Costa,2020/3/19,42,1150215,554.1136063,37.919479,11.66666667,0.15774703
49,California-Contra Costa,2020/3/20,46,1150215,554.1136063,37.919479,11.66666667,0.15774703
50,California-Contra Costa,2020/3/21,51,1150215,554.1136063,37.919479,11.66666667,0.15774703
51,California-Contra Costa,2020/3/22,61,1150215,554.1136063,37.919479,11.66666667,0.15774703
52,California-Contra Costa,2020/3/23,71,1150215,554.1136063,37.919479,11.66666667,0.15774703
53,California-Contra Costa,2020/3/24,86,1150215,554.1136063,37.919479,11.66666667,0.15774703
54,California-Contra Costa,2020/3/25,108,1150215,554.1136063,37.919479,11.66666667,0.15774703
55,California-Contra Costa,2020/3/26,131,1150215,554.1136063,37.919479,11.66666667,0.15774703
56,California-Contra Costa,2020/3/27,151,1150215,554.1136063,37.919479,11.66666667,0.15774703
57,California-Contra Costa,2020/3/28,168,1150215,554.1136063,37.919479,11.66666667,0.15774703
58,California-Contra Costa,2020/3/29,175,1150215,554.1136063,37.919479,11.66666667,0.15774703
59,California-Los Angeles,2020/3/1,1,10105518,815.8638686,34.196398,11.16666667,0.136158978
60,California-Los Angeles,2020/3/2,1,10105518,815.8638686,34.196398,11.16666667,0.136158978
61,California-Los Angeles,2020/3/3,1,10105518,815.8638686,34.196398,11.16666667,0.136158978
62,California-Los Angeles,2020/3/4,7,10105518,815.8638686,34.196398,11.16666667,0.136158978
63,California-Los Angeles,2020/3/5,11,10105518,815.8638686,34.196398,11.16666667,0.136158978
64,California-Los Angeles,2020/3/6,13,10105518,815.8638686,34.196398,11.16666667,0.136158978
65,California-Los Angeles,2020/3/7,14,10105518,815.8638686,34.196398,11.16666667,0.136158978
66,California-Los Angeles,2020/3/8,14,10105518,815.8638686,34.196398,11.16666667,0.136158978
67,California-Los Angeles,2020/3/9,20,10105518,815.8638686,34.196398,11.16666667,0.136158978
68,California-Los Angeles,2020/3/10,20,10105518,815.8638686,34.196398,11.16666667,0.136158978
69,California-Los Angeles,2020/3/11,29,10105518,815.8638686,34.196398,11.16666667,0.136158978
70,California-Los Angeles,2020/3/12,29,10105518,815.8638686,34.196398,11.16666667,0.136158978
71,California-Los Angeles,2020/3/13,40,10105518,815.8638686,34.196398,11.16666667,0.136158978
72,California-Los Angeles,2020/3/14,53,10105518,815.8638686,34.196398,11.16666667,0.136158978
73,California-Los Angeles,2020/3/15,69,10105518,815.8638686,34.196398,11.16666667,0.136158978
74,California-Los Angeles,2020/3/16,94,10105518,815.8638686,34.196398,11.16666667,0.136158978
75,California-Los Angeles,2020/3/17,144,10105518,815.8638686,34.196398,11.16666667,0.136158978
76,California-Los Angeles,2020/3/18,190,10105518,815.8638686,34.196398,11.16666667,0.136158978
77,California-Los Angeles,2020/3/19,231,10105518,815.8638686,34.196398,11.16666667,0.136158978
78,California-Los Angeles,2020/3/20,292,10105518,815.8638686,34.196398,11.16666667,0.136158978
79,California-Los Angeles,2020/3/21,351,10105518,815.8638686,34.196398,11.16666667,0.136158978
80,California-Los Angeles,2020/3/22,409,10105518,815.8638686,34.196398,11.16666667,0.136158978
81,California-Los Angeles,2020/3/23,536,10105518,815.8638686,34.196398,11.16666667,0.136158978
82,California-Los Angeles,2020/3/24,662,10105518,815.8638686,34.196398,11.16666667,0.136158978
83,California-Los Angeles,2020/3/25,812,10105518,815.8638686,34.196398,11.16666667,0.136158978
84,California-Los Angeles,2020/3/26,1230,10105518,815.8638686,34.196398,11.16666667,0.136158978
85,California-Los Angeles,2020/3/27,1465,10105518,815.8638686,34.196398,11.16666667,0.136158978
86,California-Los Angeles,2020/3/28,1818,10105518,815.8638686,34.196398,11.16666667,0.136158978
87,California-Los Angeles,2020/3/29,2136,10105518,815.8638686,34.196398,11.16666667,0.136158978
88,California-Orange,2020/3/1,1,3185968,1293.308029,33.675687,13.55555556,0.147643354
89,California-Orange,2020/3/2,1,3185968,1293.308029,33.675687,13.55555556,0.147643354
90,California-Orange,2020/3/3,1,3185968,1293.308029,33.675687,13.55555556,0.147643354
91,California-Orange,2020/3/4,3,3185968,1293.308029,33.675687,13.55555556,0.147643354
92,California-Orange,2020/3/5,3,3185968,1293.308029,33.675687,13.55555556,0.147643354
93,California-Orange,2020/3/6,3,3185968,1293.308029,33.675687,13.55555556,0.147643354
94,California-Orange,2020/3/7,3,3185968,1293.308029,33.675687,13.55555556,0.147643354
95,California-Orange,2020/3/8,3,3185968,1293.308029,33.675687,13.55555556,0.147643354
96,California-Orange,2020/3/9,5,3185968,1293.308029,33.675687,13.55555556,0.147643354
97,California-Orange,2020/3/10,5,3185968,1293.308029,33.675687,13.55555556,0.147643354
98,California-Orange,2020/3/11,6,3185968,1293.308029,33.675687,13.55555556,0.147643354
99,California-Orange,2020/3/12,6,3185968,1293.308029,33.675687,13.55555556,0.147643354
100,California-Orange,2020/3/13,13,3185968,1293.308029,33.675687,13.55555556,0.147643354
101,California-Orange,2020/3/14,14,3185968,1293.308029,33.675687,13.55555556,0.147643354
102,California-Orange,2020/3/15,17,3185968,1293.308029,33.675687,13.55555556,0.147643354
103,California-Orange,2020/3/16,22,3185968,1293.308029,33.675687,13.55555556,0.147643354
104,California-Orange,2020/3/17,29,3185968,1293.308029,33.675687,13.55555556,0.147643354
105,California-Orange,2020/3/18,42,3185968,1293.308029,33.675687,13.55555556,0.147643354
106,California-Orange,2020/3/19,53,3185968,1293.308029,33.675687,13.55555556,0.147643354
107,California-Orange,2020/3/20,65,3185968,1293.308029,33.675687,13.55555556,0.147643354
108,California-Orange,2020/3/21,78,3185968,1293.308029,33.675687,13.55555556,0.147643354
109,California-Orange,2020/3/22,95,3185968,1293.308029,33.675687,13.55555556,0.147643354
110,California-Orange,2020/3/23,125,3185968,1293.308029,33.675687,13.55555556,0.147643354
111,California-Orange,2020/3/24,152,3185968,1293.308029,33.675687,13.55555556,0.147643354
112,California-Orange,2020/3/25,187,3185968,1293.308029,33.675687,13.55555556,0.147643354
113,California-Orange,2020/3/26,256,3185968,1293.308029,33.675687,13.55555556,0.147643354
114,California-Orange,2020/3/27,321,3185968,1293.308029,33.675687,13.55555556,0.147643354
115,California-Orange,2020/3/28,403,3185968,1293.308029,33.675687,13.55555556,0.147643354
116,California-Orange,2020/3/29,431,3185968,1293.308029,33.675687,13.55555556,0.147643354
117,California-Sacramento,2020/3/1,2,1540975,602.8603723,38.450011,12.38888889,0.141209948
118,California-Sacramento,2020/3/2,2,1540975,602.8603723,38.450011,12.38888889,0.141209948
119,California-Sacramento,2020/3/3,2,1540975,602.8603723,38.450011,12.38888889,0.141209948
120,California-Sacramento,2020/3/4,2,1540975,602.8603723,38.450011,12.38888889,0.141209948
121,California-Sacramento,2020/3/5,2,1540975,602.8603723,38.450011,12.38888889,0.141209948
122,California-Sacramento,2020/3/6,2,1540975,602.8603723,38.450011,12.38888889,0.141209948
123,California-Sacramento,2020/3/7,2,1540975,602.8603723,38.450011,12.38888889,0.141209948
124,California-Sacramento,2020/3/8,2,1540975,602.8603723,38.450011,12.38888889,0.141209948
125,California-Sacramento,2020/3/9,10,1540975,602.8603723,38.450011,12.38888889,0.141209948
126,California-Sacramento,2020/3/10,10,1540975,602.8603723,38.450011,12.38888889,0.141209948
127,California-Sacramento,2020/3/11,10,1540975,602.8603723,38.450011,12.38888889,0.141209948
128,California-Sacramento,2020/3/12,10,1540975,602.8603723,38.450011,12.38888889,0.141209948
129,California-Sacramento,2020/3/13,17,1540975,602.8603723,38.450011,12.38888889,0.141209948
130,California-Sacramento,2020/3/14,29,1540975,602.8603723,38.450011,12.38888889,0.141209948
131,California-Sacramento,2020/3/15,32,1540975,602.8603723,38.450011,12.38888889,0.141209948
132,California-Sacramento,2020/3/16,33,1540975,602.8603723,38.450011,12.38888889,0.141209948
133,California-Sacramento,2020/3/17,40,1540975,602.8603723,38.450011,12.38888889,0.141209948
134,California-Sacramento,2020/3/18,40,1540975,602.8603723,38.450011,12.38888889,0.141209948
135,California-Sacramento,2020/3/19,45,1540975,602.8603723,38.450011,12.38888889,0.141209948
136,California-Sacramento,2020/3/20,53,1540975,602.8603723,38.450011,12.38888889,0.141209948
137,California-Sacramento,2020/3/21,53,1540975,602.8603723,38.450011,12.38888889,0.141209948
138,California-Sacramento,2020/3/22,53,1540975,602.8603723,38.450011,12.38888889,0.141209948
139,California-Sacramento,2020/3/23,88,1540975,602.8603723,38.450011,12.38888889,0.141209948
140,California-Sacramento,2020/3/24,88,1540975,602.8603723,38.450011,12.38888889,0.141209948
141,California-Sacramento,2020/3/25,113,1540975,602.8603723,38.450011,12.38888889,0.141209948
142,California-Sacramento,2020/3/26,113,1540975,602.8603723,38.450011,12.38888889,0.141209948
143,California-Sacramento,2020/3/27,164,1540975,602.8603723,38.450011,12.38888889,0.141209948
144,California-Sacramento,2020/3/28,164,1540975,602.8603723,38.450011,12.38888889,0.141209948
145,California-Sacramento,2020/3/29,164,1540975,602.8603723,38.450011,12.38888889,0.141209948
146,California-San Francisco,2020/3/1,0,883305,1467.804992,37.727239,11.44444444,0.156513322
147,California-San Francisco,2020/3/2,0,883305,1467.804992,37.727239,11.44444444,0.156513322
148,California-San Francisco,2020/3/3,0,883305,1467.804992,37.727239,11.44444444,0.156513322
149,California-San Francisco,2020/3/4,0,883305,1467.804992,37.727239,11.44444444,0.156513322
150,California-San Francisco,2020/3/5,2,883305,1467.804992,37.727239,11.44444444,0.156513322
151,California-San Francisco,2020/3/6,2,883305,1467.804992,37.727239,11.44444444,0.156513322
152,California-San Francisco,2020/3/7,9,883305,1467.804992,37.727239,11.44444444,0.156513322
153,California-San Francisco,2020/3/8,9,883305,1467.804992,37.727239,11.44444444,0.156513322
154,California-San Francisco,2020/3/9,15,883305,1467.804992,37.727239,11.44444444,0.156513322
155,California-San Francisco,2020/3/10,15,883305,1467.804992,37.727239,11.44444444,0.156513322
156,California-San Francisco,2020/3/11,18,883305,1467.804992,37.727239,11.44444444,0.156513322
157,California-San Francisco,2020/3/12,18,883305,1467.804992,37.727239,11.44444444,0.156513322
158,California-San Francisco,2020/3/13,23,883305,1467.804992,37.727239,11.44444444,0.156513322
159,California-San Francisco,2020/3/14,28,883305,1467.804992,37.727239,11.44444444,0.156513322
160,California-San Francisco,2020/3/15,37,883305,1467.804992,37.727239,11.44444444,0.156513322
161,California-San Francisco,2020/3/16,40,883305,1467.804992,37.727239,11.44444444,0.156513322
162,California-San Francisco,2020/3/17,43,883305,1467.804992,37.727239,11.44444444,0.156513322
163,California-San Francisco,2020/3/18,51,883305,1467.804992,37.727239,11.44444444,0.156513322
164,California-San Francisco,2020/3/19,70,883305,1467.804992,37.727239,11.44444444,0.156513322
165,California-San Francisco,2020/3/20,84,883305,1467.804992,37.727239,11.44444444,0.156513322
166,California-San Francisco,2020/3/21,84,883305,1467.804992,37.727239,11.44444444,0.156513322
167,California-San Francisco,2020/3/22,108,883305,1467.804992,37.727239,11.44444444,0.156513322
168,California-San Francisco,2020/3/23,131,883305,1467.804992,37.727239,11.44444444,0.156513322
169,California-San Francisco,2020/3/24,152,883305,1467.804992,37.727239,11.44444444,0.156513322
170,California-San Francisco,2020/3/25,178,883305,1467.804992,37.727239,11.44444444,0.156513322
171,California-San Francisco,2020/3/26,223,883305,1467.804992,37.727239,11.44444444,0.156513322
172,California-San Francisco,2020/3/27,279,883305,1467.804992,37.727239,11.44444444,0.156513322
173,California-San Francisco,2020/3/28,308,883305,1467.804992,37.727239,11.44444444,0.156513322
174,California-San Francisco,2020/3/29,340,883305,1467.804992,37.727239,11.44444444,0.156513322
175,California-Santa Clara,2020/3/1,3,1937570,570.7892181,37.220777,10.11111111,0.134772421
176,California-Santa Clara,2020/3/2,9,1937570,570.7892181,37.220777,10.11111111,0.134772421
177,California-Santa Clara,2020/3/3,11,1937570,570.7892181,37.220777,10.11111111,0.134772421
178,California-Santa Clara,2020/3/4,11,1937570,570.7892181,37.220777,10.11111111,0.134772421
179,California-Santa Clara,2020/3/5,20,1937570,570.7892181,37.220777,10.11111111,0.134772421
180,California-Santa Clara,2020/3/6,20,1937570,570.7892181,37.220777,10.11111111,0.134772421
181,California-Santa Clara,2020/3/7,32,1937570,570.7892181,37.220777,10.11111111,0.134772421
182,California-Santa Clara,2020/3/8,38,1937570,570.7892181,37.220777,10.11111111,0.134772421
183,California-Santa Clara,2020/3/9,43,1937570,570.7892181,37.220777,10.11111111,0.134772421
184,California-Santa Clara,2020/3/10,43,1937570,570.7892181,37.220777,10.11111111,0.134772421
185,California-Santa Clara,2020/3/11,48,1937570,570.7892181,37.220777,10.11111111,0.134772421
186,California-Santa Clara,2020/3/12,48,1937570,570.7892181,37.220777,10.11111111,0.134772421
187,California-Santa Clara,2020/3/13,79,1937570,570.7892181,37.220777,10.11111111,0.134772421
188,California-Santa Clara,2020/3/14,91,1937570,570.7892181,37.220777,10.11111111,0.134772421
189,California-Santa Clara,2020/3/15,114,1937570,570.7892181,37.220777,10.11111111,0.134772421
190,California-Santa Clara,2020/3/16,138,1937570,570.7892181,37.220777,10.11111111,0.134772421
191,California-Santa Clara,2020/3/17,155,1937570,570.7892181,37.220777,10.11111111,0.134772421
192,California-Santa Clara,2020/3/18,175,1937570,570.7892181,37.220777,10.11111111,0.134772421
193,California-Santa Clara,2020/3/19,189,1937570,570.7892181,37.220777,10.11111111,0.134772421
194,California-Santa Clara,2020/3/20,196,1937570,570.7892181,37.220777,10.11111111,0.134772421
195,California-Santa Clara,2020/3/21,263,1937570,570.7892181,37.220777,10.11111111,0.134772421
196,California-Santa Clara,2020/3/22,302,1937570,570.7892181,37.220777,10.11111111,0.134772421
197,California-Santa Clara,2020/3/23,321,1937570,570.7892181,37.220777,10.11111111,0.134772421
198,California-Santa Clara,2020/3/24,375,1937570,570.7892181,37.220777,10.11111111,0.134772421
199,California-Santa Clara,2020/3/25,459,1937570,570.7892181,37.220777,10.11111111,0.134772421
200,California-Santa Clara,2020/3/26,542,1937570,570.7892181,37.220777,10.11111111,0.134772421
201,California-Santa Clara,2020/3/27,574,1937570,570.7892181,37.220777,10.11111111,0.134772421
202,California-Santa Clara,2020/3/28,591,1937570,570.7892181,37.220777,10.11111111,0.134772421
203,California-Santa Clara,2020/3/29,646,1937570,570.7892181,37.220777,10.11111111,0.134772421
204,Colorado-Broomfield,2020/3/1,0,69267,809.7191579,39.953383,3.611111111,0.138478641
205,Colorado-Broomfield,2020/3/2,0,69267,809.7191579,39.953383,3.611111111,0.138478641
206,Colorado-Broomfield,2020/3/3,0,69267,809.7191579,39.953383,3.611111111,0.138478641
207,Colorado-Broomfield,2020/3/4,0,69267,809.7191579,39.953383,3.611111111,0.138478641
208,Colorado-Broomfield,2020/3/5,0,69267,809.7191579,39.953383,3.611111111,0.138478641
209,Colorado-Broomfield,2020/3/6,0,69267,809.7191579,39.953383,3.611111111,0.138478641
210,Colorado-Broomfield,2020/3/7,0,69267,809.7191579,39.953383,3.611111111,0.138478641
211,Colorado-Broomfield,2020/3/8,0,69267,809.7191579,39.953383,3.611111111,0.138478641
212,Colorado-Broomfield,2020/3/9,0,69267,809.7191579,39.953383,3.611111111,0.138478641
213,Colorado-Broomfield,2020/3/10,0,69267,809.7191579,39.953383,3.611111111,0.138478641
214,Colorado-Broomfield,2020/3/11,0,69267,809.7191579,39.953383,3.611111111,0.138478641
215,Colorado-Broomfield,2020/3/12,0,69267,809.7191579,39.953383,3.611111111,0.138478641
216,Colorado-Broomfield,2020/3/13,0,69267,809.7191579,39.953383,3.611111111,0.138478641
217,Colorado-Broomfield,2020/3/14,0,69267,809.7191579,39.953383,3.611111111,0.138478641
218,Colorado-Broomfield,2020/3/15,0,69267,809.7191579,39.953383,3.611111111,0.138478641
219,Colorado-Broomfield,2020/3/16,0,69267,809.7191579,39.953383,3.611111111,0.138478641
220,Colorado-Broomfield,2020/3/17,0,69267,809.7191579,39.953383,3.611111111,0.138478641
221,Colorado-Broomfield,2020/3/18,0,69267,809.7191579,39.953383,3.611111111,0.138478641
222,Colorado-Broomfield,2020/3/19,0,69267,809.7191579,39.953383,3.611111111,0.138478641
223,Colorado-Broomfield,2020/3/20,2,69267,809.7191579,39.953383,3.611111111,0.138478641
224,Colorado-Broomfield,2020/3/21,1,69267,809.7191579,39.953383,3.611111111,0.138478641
225,Colorado-Broomfield,2020/3/22,1,69267,809.7191579,39.953383,3.611111111,0.138478641
226,Colorado-Broomfield,2020/3/23,2,69267,809.7191579,39.953383,3.611111111,0.138478641
227,Colorado-Broomfield,2020/3/24,5,69267,809.7191579,39.953383,3.611111111,0.138478641
228,Colorado-Broomfield,2020/3/25,8,69267,809.7191579,39.953383,3.611111111,0.138478641
229,Colorado-Broomfield,2020/3/26,10,69267,809.7191579,39.953383,3.611111111,0.138478641
230,Colorado-Broomfield,2020/3/27,13,69267,809.7191579,39.953383,3.611111111,0.138478641
231,Colorado-Broomfield,2020/3/28,16,69267,809.7191579,39.953383,3.611111111,0.138478641
232,Colorado-Broomfield,2020/3/29,17,69267,809.7191579,39.953383,3.611111111,0.138478641
233,Colorado-Denver,2020/3/1,0,716492,1815.785006,39.761849,3.555555556,0.117539345
234,Colorado-Denver,2020/3/2,0,716492,1815.785006,39.761849,3.555555556,0.117539345
235,Colorado-Denver,2020/3/3,0,716492,1815.785006,39.761849,3.555555556,0.117539345
236,Colorado-Denver,2020/3/4,0,716492,1815.785006,39.761849,3.555555556,0.117539345
237,Colorado-Denver,2020/3/5,0,716492,1815.785006,39.761849,3.555555556,0.117539345
238,Colorado-Denver,2020/3/6,2,716492,1815.785006,39.761849,3.555555556,0.117539345
239,Colorado-Denver,2020/3/7,2,716492,1815.785006,39.761849,3.555555556,0.117539345
240,Colorado-Denver,2020/3/8,2,716492,1815.785006,39.761849,3.555555556,0.117539345
241,Colorado-Denver,2020/3/9,3,716492,1815.785006,39.761849,3.555555556,0.117539345
242,Colorado-Denver,2020/3/10,5,716492,1815.785006,39.761849,3.555555556,0.117539345
243,Colorado-Denver,2020/3/11,6,716492,1815.785006,39.761849,3.555555556,0.117539345
244,Colorado-Denver,2020/3/12,10,716492,1815.785006,39.761849,3.555555556,0.117539345
245,Colorado-Denver,2020/3/13,15,716492,1815.785006,39.761849,3.555555556,0.117539345
246,Colorado-Denver,2020/3/14,21,716492,1815.785006,39.761849,3.555555556,0.117539345
247,Colorado-Denver,2020/3/15,25,716492,1815.785006,39.761849,3.555555556,0.117539345
248,Colorado-Denver,2020/3/16,25,716492,1815.785006,39.761849,3.555555556,0.117539345
249,Colorado-Denver,2020/3/17,38,716492,1815.785006,39.761849,3.555555556,0.117539345
250,Colorado-Denver,2020/3/18,38,716492,1815.785006,39.761849,3.555555556,0.117539345
251,Colorado-Denver,2020/3/19,49,716492,1815.785006,39.761849,3.555555556,0.117539345
252,Colorado-Denver,2020/3/20,67,716492,1815.785006,39.761849,3.555555556,0.117539345
253,Colorado-Denver,2020/3/21,97,716492,1815.785006,39.761849,3.555555556,0.117539345
254,Colorado-Denver,2020/3/22,125,716492,1815.785006,39.761849,3.555555556,0.117539345
255,Colorado-Denver,2020/3/23,148,716492,1815.785006,39.761849,3.555555556,0.117539345
256,Colorado-Denver,2020/3/24,176,716492,1815.785006,39.761849,3.555555556,0.117539345
257,Colorado-Denver,2020/3/25,214,716492,1815.785006,39.761849,3.555555556,0.117539345
258,Colorado-Denver,2020/3/26,262,716492,1815.785006,39.761849,3.555555556,0.117539345
259,Colorado-Denver,2020/3/27,312,716492,1815.785006,39.761849,3.555555556,0.117539345
260,Colorado-Denver,2020/3/28,367,716492,1815.785006,39.761849,3.555555556,0.117539345
261,Colorado-Denver,2020/3/29,408,716492,1815.785006,39.761849,3.555555556,0.117539345
262,Florida-Broward,2020/3/1,0,1951260,569.9544685,26.19352,20.66666667,0.166206964
263,Florida-Broward,2020/3/2,0,1951260,569.9544685,26.19352,20.66666667,0.166206964
264,Florida-Broward,2020/3/3,0,1951260,569.9544685,26.19352,20.66666667,0.166206964
265,Florida-Broward,2020/3/4,0,1951260,569.9544685,26.19352,20.66666667,0.166206964
266,Florida-Broward,2020/3/5,0,1951260,569.9544685,26.19352,20.66666667,0.166206964
267,Florida-Broward,2020/3/6,0,1951260,569.9544685,26.19352,20.66666667,0.166206964
268,Florida-Broward,2020/3/7,2,1951260,569.9544685,26.19352,20.66666667,0.166206964
269,Florida-Broward,2020/3/8,2,1951260,569.9544685,26.19352,20.66666667,0.166206964
270,Florida-Broward,2020/3/9,4,1951260,569.9544685,26.19352,20.66666667,0.166206964
271,Florida-Broward,2020/3/10,4,1951260,569.9544685,26.19352,20.66666667,0.166206964
272,Florida-Broward,2020/3/11,7,1951260,569.9544685,26.19352,20.66666667,0.166206964
273,Florida-Broward,2020/3/12,11,1951260,569.9544685,26.19352,20.66666667,0.166206964
274,Florida-Broward,2020/3/13,20,1951260,569.9544685,26.19352,20.66666667,0.166206964
275,Florida-Broward,2020/3/14,36,1951260,569.9544685,26.19352,20.66666667,0.166206964
276,Florida-Broward,2020/3/15,36,1951260,569.9544685,26.19352,20.66666667,0.166206964
277,Florida-Broward,2020/3/16,39,1951260,569.9544685,26.19352,20.66666667,0.166206964
278,Florida-Broward,2020/3/17,55,1951260,569.9544685,26.19352,20.66666667,0.166206964
